Tree#,Groups,WScore
1,14_HALO_6B-57_FK_114,0.569787
1,14_W_plus_3_H6-57_FK_114,0.948659
1,15_HALO_7B-57_FK_114,0.566774
1,16_HALO_8B-57_FK_114,0.588961
1,17_HALO_1C-57_FK_114,0.575762
1,17_S6_g11-57_FK_114,0.966827
1,18_11_20_1_1-57_FK_114,0.784258
1,18_11_20_1_2-57_FK_114,0.71854
1,18_11_20_1_3-57_FK_114,0.769942
1,18_11_20_2_1-57_FK_114,0.767896
1,18_11_20_2_2-57_FK_114,0.776038
1,18_11_20_2_3-57_FK_114,0.826762
1,18_11_20_3_1-57_FK_114,0.821202
1,18_11_20_3_2-57_FK_114,0.834463
1,18_11_20_3_3-57_FK_114,0.729438
1,18_HALO_2C-57_FK_114,0.596265
1,18_S6_H6-57_FK_114,0.886773
1,19_HALO_3C-57_FK_114,0.595201
1,1_HALO_1A-57_FK_114,0.573311
1,20_HALO_4C-57_FK_114,0.594935
1,21_HALO_5C-57_FK_114,0.596895
1,22_HALO_6C-57_FK_114,0.577929
1,23_11_20_1_1-57_FK_114,0.728438
1,23_11_20_1_2-57_FK_114,0.707942
1,23_11_20_1_3-57_FK_114,0.73201
1,23_11_20_2_1-57_FK_114,0.706467
1,23_11_20_2_2-57_FK_114,0.645465
1,23_11_20_2_3-57_FK_114,0.650882
1,23_11_20_3_1-57_FK_114,0.666736
1,23_11_20_3_2-57_FK_114,0.654383
1,23_11_20_3_3-57_FK_114,0.765547
1,23_HALO_7C-57_FK_114,0.58003
1,24_HALO_8C-57_FK_114,0.579317
1,25_FK_082-57_FK_114,0.246881
1,26_11_20_2_1-57_FK_114,0.76165
1,26_11_20_2_2-57_FK_114,0.682211
1,26_11_20_2_3-57_FK_114,0.669011
1,26_11_20_3_1-57_FK_114,0.6713
1,26_11_20_3_2-57_FK_114,0.682524
1,26_11_20_3_3-57_FK_114,0.665436
1,26_FK_083-57_FK_114,0.589773
1,27_11_20_1_1-57_FK_114,0.683394
1,27_11_20_1_1A-57_FK_114,0.671512
1,27_11_20_1_2-57_FK_114,0.755348
1,27_11_20_1_2A-57_FK_114,0.67017
1,27_11_20_1_3-57_FK_114,0.796937
1,27_11_20_1_3A-57_FK_114,0.784648
1,27_FK_084-57_FK_114,0.639701
1,28_FK_085-57_FK_114,0.662386
1,29_FK_086-57_FK_114,0.283321
1,2_HALO_2A-57_FK_114,0.568142
1,2_PR8_High-57_FK_114,0.871051
1,30_FK_087-57_FK_114,0.604352
1,31_FK_088-57_FK_114,0.592023
1,32_FK_089-57_FK_114,0.565142
1,33_FK_090-57_FK_114,0.284088
1,34_FK_091-57_FK_114,0.588799
1,35_FK_092-57_FK_114,0.59313
1,36_FK_093-57_FK_114,0.577924
1,37_FK_094-57_FK_114,0.280463
1,38_FK_095-57_FK_114,0.584793
1,39_FK_096-57_FK_114,0.585516
1,3_HALO_3A-57_FK_114,0.565364
1,40_FK_097-57_FK_114,0.598294
1,41_FK_098-57_FK_114,0.289405
1,42_FK_099-57_FK_114,0.598891
1,43_FK_100-57_FK_114,0.582012
1,44_FK_101-57_FK_114,0.588881
1,45_FK_102-57_FK_114,0.280588
1,46_FK_103-57_FK_114,0.539775
1,47_FK_104-57_FK_114,0.721604
1,48_12-57_FK_114,0.846099
1,48_FK_105-57_FK_114,0.570724
1,49_FK_106-57_FK_114,0.256404
1,4_HALO_4A-57_FK_114,0.553821
1,4_PR15_High-57_FK_114,0.894892
1,50_14-57_FK_114,0.88944
1,50_FK_107-57_FK_114,0.563973
1,51_FK_108-57_FK_114,0.575026
1,52_FK_109-57_FK_114,0.563227
1,53_FK_110-57_FK_114,0.289758
1,54_FK_111-57_FK_114,0.56434
1,55_FK_112-57_FK_114,0.560373
1,56_FK_113-57_FK_114,0.539233
1,10_G2_HG-58_FK_115,0.932293
1,10_HALO_2B-58_FK_115,0.196714
1,11_HALO_3B-58_FK_115,0.18177
1,12_HALO_4B-58_FK_115,0.197477
1,12_W_plus_3_G1-58_FK_115,0.952815
1,13_HALO_5B-58_FK_115,0.187777
1,13_W_plus_3_G11-58_FK_115,0.95241
1,14_HALO_6B-58_FK_115,0.179102
1,14_W_plus_3_H6-58_FK_115,0.935532
1,15_HALO_7B-58_FK_115,0.185449
1,16_HALO_8B-58_FK_115,0.189349
1,17_HALO_1C-58_FK_115,0.185859
1,17_S6_g11-58_FK_115,0.96267
1,18_11_20_1_1-58_FK_115,0.789667
1,18_11_20_1_2-58_FK_115,0.60779
1,18_11_20_1_3-58_FK_115,0.816569
1,18_11_20_2_1-58_FK_115,0.810028
1,18_11_20_2_2-58_FK_115,0.770511
1,18_11_20_2_3-58_FK_115,0.797883
1,18_11_20_3_1-58_FK_115,0.828754
1,18_11_20_3_2-58_FK_115,0.853426
1,18_11_20_3_3-58_FK_115,0.585982
1,18_HALO_2C-58_FK_115,0.19795
1,18_S6_H6-58_FK_115,0.93201
1,19_HALO_3C-58_FK_115,0.194697
1,1_HALO_1A-58_FK_115,0.216776
1,20_HALO_4C-58_FK_115,0.196443
1,21_HALO_5C-58_FK_115,0.208108
1,22_HALO_6C-58_FK_115,0.199529
1,23_11_20_1_1-58_FK_115,0.743906
1,23_11_20_1_2-58_FK_115,0.568106
1,23_11_20_1_3-58_FK_115,0.708908
1,23_11_20_2_1-58_FK_115,0.556987
1,23_11_20_2_2-58_FK_115,0.62868
1,23_11_20_2_3-58_FK_115,0.512205
1,23_11_20_3_1-58_FK_115,0.555123
1,23_11_20_3_2-58_FK_115,0.570689
1,23_11_20_3_3-58_FK_115,0.645411
1,23_HALO_7C-58_FK_115,0.179816
1,24_HALO_8C-58_FK_115,0.206159
1,25_FK_082-58_FK_115,0.530993
1,26_11_20_2_1-58_FK_115,0.754345
1,26_11_20_2_2-58_FK_115,0.574215
1,26_11_20_2_3-58_FK_115,0.550459
1,26_11_20_3_1-58_FK_115,0.746696
1,26_11_20_3_2-58_FK_115,0.712381
1,26_11_20_3_3-58_FK_115,0.661075
1,26_FK_083-58_FK_115,0.118845
1,27_11_20_1_1-58_FK_115,0.714894
1,27_11_20_1_1A-58_FK_115,0.599035
1,27_11_20_1_2-58_FK_115,0.715949
1,27_11_20_1_2A-58_FK_115,0.629682
1,27_11_20_1_3-58_FK_115,0.797471
1,27_11_20_1_3A-58_FK_115,0.788506
1,27_FK_084-58_FK_115,0.207979
1,28_FK_085-58_FK_115,0.237619
1,29_FK_086-58_FK_115,0.528967
1,2_HALO_2A-58_FK_115,0.179649
1,2_PR8_High-58_FK_115,0.872451
1,30_FK_087-58_FK_115,0.143202
1,31_FK_088-58_FK_115,0.125413
1,32_FK_089-58_FK_115,0.103028
1,33_FK_090-58_FK_115,0.568034
1,34_FK_091-58_FK_115,0.125227
1,35_FK_092-58_FK_115,0.117447
1,36_FK_093-58_FK_115,0.108381
1,37_FK_094-58_FK_115,0.530276
1,38_FK_095-58_FK_115,0.13818
1,39_FK_096-58_FK_115,0.117053
1,3_HALO_3A-58_FK_115,0.191319
1,40_FK_097-58_FK_115,0.131842
1,41_FK_098-58_FK_115,0.534934
1,42_FK_099-58_FK_115,0.129872
1,43_FK_100-58_FK_115,0.11898
1,44_FK_101-58_FK_115,0.112808
1,45_FK_102-58_FK_115,0.541908
1,46_FK_103-58_FK_115,0.076275
1,47_FK_104-58_FK_115,0.319968
1,48_12-58_FK_115,0.859339
1,48_FK_105-58_FK_115,0.097709
1,49_FK_106-58_FK_115,0.536306
1,4_HALO_4A-58_FK_115,0.233753
1,4_PR15_High-58_FK_115,0.896493
1,50_14-58_FK_115,0.887563
1,50_FK_107-58_FK_115,0.148913
1,51_FK_108-58_FK_115,0.113123
1,52_FK_109-58_FK_115,0.09291
1,53_FK_110-58_FK_115,0.561069
1,54_FK_111-58_FK_115,0.093712
1,55_FK_112-58_FK_115,0.152335
1,56_FK_113-58_FK_115,0.076079
1,57_FK_114-58_FK_115,0.543251
1,10_G2_HG-59_FK_116,0.934945
1,10_HALO_2B-59_FK_116,0.154012
1,11_HALO_3B-59_FK_116,0.141441
1,12_HALO_4B-59_FK_116,0.155781
1,12_W_plus_3_G1-59_FK_116,0.953582
1,13_HALO_5B-59_FK_116,0.143263
1,13_W_plus_3_G11-59_FK_116,0.95425
1,14_HALO_6B-59_FK_116,0.136543
1,14_W_plus_3_H6-59_FK_116,0.936813
1,15_HALO_7B-59_FK_116,0.146306
1,16_HALO_8B-59_FK_116,0.149802
1,17_HALO_1C-59_FK_116,0.145386
1,17_S6_g11-59_FK_116,0.964351
1,18_11_20_1_1-59_FK_116,0.788119
1,18_11_20_1_2-59_FK_116,0.601793
1,18_11_20_1_3-59_FK_116,0.815392
1,18_11_20_2_1-59_FK_116,0.809438
1,18_11_20_2_2-59_FK_116,0.768899
1,18_11_20_2_3-59_FK_116,0.798067
1,18_11_20_3_1-59_FK_116,0.830626
1,18_11_20_3_2-59_FK_116,0.852821
1,18_11_20_3_3-59_FK_116,0.576613
1,18_HALO_2C-59_FK_116,0.162409
1,18_S6_H6-59_FK_116,0.934385
1,19_HALO_3C-59_FK_116,0.156344
1,1_HALO_1A-59_FK_116,0.169793
1,20_HALO_4C-59_FK_116,0.158298
1,21_HALO_5C-59_FK_116,0.165907
1,22_HALO_6C-59_FK_116,0.155953
1,23_11_20_1_1-59_FK_116,0.734164
1,23_11_20_1_2-59_FK_116,0.557975
1,23_11_20_1_3-59_FK_116,0.698512
1,23_11_20_2_1-59_FK_116,0.550003
1,23_11_20_2_2-59_FK_116,0.616598
1,23_11_20_2_3-59_FK_116,0.50106
1,23_11_20_3_1-59_FK_116,0.543838
1,23_11_20_3_2-59_FK_116,0.559349
1,23_11_20_3_3-59_FK_116,0.635303
1,23_HALO_7C-59_FK_116,0.138211
1,24_HALO_8C-59_FK_116,0.1681
1,25_FK_082-59_FK_116,0.561964
1,26_11_20_2_1-59_FK_116,0.749378
1,26_11_20_2_2-59_FK_116,0.5653
1,26_11_20_2_3-59_FK_116,0.539279
1,26_11_20_3_1-59_FK_116,0.738286
1,26_11_20_3_2-59_FK_116,0.70291
1,26_11_20_3_3-59_FK_116,0.653174
1,26_FK_083-59_FK_116,0.095763
1,27_11_20_1_1-59_FK_116,0.70456
1,27_11_20_1_1A-59_FK_116,0.590598
1,27_11_20_1_2-59_FK_116,0.707817
1,27_11_20_1_2A-59_FK_116,0.621332
1,27_11_20_1_3-59_FK_116,0.79558
1,27_11_20_1_3A-59_FK_116,0.787222
1,27_FK_084-59_FK_116,0.168486
1,28_FK_085-59_FK_116,0.195533
1,29_FK_086-59_FK_116,0.557547
1,2_HALO_2A-59_FK_116,0.137344
1,2_PR8_High-59_FK_116,0.87578
1,30_FK_087-59_FK_116,0.119363
1,31_FK_088-59_FK_116,0.128494
1,32_FK_089-59_FK_116,0.083832
1,33_FK_090-59_FK_116,0.59882
1,34_FK_091-59_FK_116,0.085117
1,35_FK_092-59_FK_116,0.085338
1,36_FK_093-59_FK_116,0.091054
1,37_FK_094-59_FK_116,0.560606
1,38_FK_095-59_FK_116,0.098697
1,39_FK_096-59_FK_116,0.098612
1,3_HALO_3A-59_FK_116,0.148207
1,40_FK_097-59_FK_116,0.107128
1,41_FK_098-59_FK_116,0.563618
1,42_FK_099-59_FK_116,0.119061
1,43_FK_100-59_FK_116,0.109176
1,44_FK_101-59_FK_116,0.085013
1,45_FK_102-59_FK_116,0.572059
1,46_FK_103-59_FK_116,0.114628
1,47_FK_104-59_FK_116,0.284565
1,48_12-59_FK_116,0.862054
1,48_FK_105-59_FK_116,0.091462
1,49_FK_106-59_FK_116,0.56801
1,4_HALO_4A-59_FK_116,0.186903
1,4_PR15_High-59_FK_116,0.898824
1,50_14-59_FK_116,0.888784
1,50_FK_107-59_FK_116,0.153605
1,51_FK_108-59_FK_116,0.069082
1,52_FK_109-59_FK_116,0.107921
1,53_FK_110-59_FK_116,0.591004
1,54_FK_111-59_FK_116,0.097483
1,55_FK_112-59_FK_116,0.16836
1,56_FK_113-59_FK_116,0.094032
1,57_FK_114-59_FK_116,0.571273
1,58_FK_115-59_FK_116,0.104801
1,10_G2_HG-5_HALO_5A,0.914487
1,10_HALO_2B-5_HALO_5A,0.111421
1,11_HALO_3B-5_HALO_5A,0.123341
1,12_HALO_4B-5_HALO_5A,0.123874
1,12_W_plus_3_G1-5_HALO_5A,0.955811
1,13_HALO_5B-5_HALO_5A,0.121497
1,13_W_plus_3_G11-5_HALO_5A,0.955794
1,14_HALO_6B-5_HALO_5A,0.133406
1,14_W_plus_3_H6-5_HALO_5A,0.933856
1,15_HALO_7B-5_HALO_5A,0.086314
1,16_HALO_8B-5_HALO_5A,0.162925
1,17_HALO_1C-5_HALO_5A,0.111824
1,17_S6_g11-5_HALO_5A,0.964388
1,18_11_20_1_1-5_HALO_5A,0.798017
1,18_11_20_1_2-5_HALO_5A,0.573575
1,18_11_20_1_3-5_HALO_5A,0.800062
1,18_11_20_2_1-5_HALO_5A,0.792901
1,18_11_20_2_2-5_HALO_5A,0.759703
1,18_11_20_2_3-5_HALO_5A,0.807632
1,18_11_20_3_1-5_HALO_5A,0.838372
1,18_11_20_3_2-5_HALO_5A,0.863374
1,18_11_20_3_3-5_HALO_5A,0.54672
1,18_HALO_2C-5_HALO_5A,0.130387
1,18_S6_H6-5_HALO_5A,0.913899
1,19_HALO_3C-5_HALO_5A,0.124438
1,1_HALO_1A-5_HALO_5A,0.087975
1,20_HALO_4C-5_HALO_5A,0.140239
1,21_HALO_5C-5_HALO_5A,0.113554
1,22_HALO_6C-5_HALO_5A,0.124763
1,23_11_20_1_1-5_HALO_5A,0.703593
1,23_11_20_1_2-5_HALO_5A,0.50304
1,23_11_20_1_3-5_HALO_5A,0.668068
1,23_11_20_2_1-5_HALO_5A,0.514261
1,23_11_20_2_2-5_HALO_5A,0.565817
1,23_11_20_2_3-5_HALO_5A,0.440209
1,23_11_20_3_1-5_HALO_5A,0.485396
1,23_11_20_3_2-5_HALO_5A,0.496023
1,23_11_20_3_3-5_HALO_5A,0.614805
1,23_HALO_7C-5_HALO_5A,0.128178
1,24_HALO_8C-5_HALO_5A,0.135547
1,25_FK_082-5_HALO_5A,0.582502
1,26_11_20_2_1-5_HALO_5A,0.728711
1,26_11_20_2_2-5_HALO_5A,0.506347
1,26_11_20_2_3-5_HALO_5A,0.479479
1,26_11_20_3_1-5_HALO_5A,0.697282
1,26_11_20_3_2-5_HALO_5A,0.657004
1,26_11_20_3_3-5_HALO_5A,0.583137
1,26_FK_083-5_HALO_5A,0.173087
1,27_11_20_1_1-5_HALO_5A,0.660358
1,27_11_20_1_1A-5_HALO_5A,0.507921
1,27_11_20_1_2-5_HALO_5A,0.703064
1,27_11_20_1_2A-5_HALO_5A,0.546431
1,27_11_20_1_3-5_HALO_5A,0.801004
1,27_11_20_1_3A-5_HALO_5A,0.78741
1,27_FK_084-5_HALO_5A,0.155743
1,28_FK_085-5_HALO_5A,0.181306
1,29_FK_086-5_HALO_5A,0.569621
1,2_HALO_2A-5_HALO_5A,0.075132
1,2_PR8_High-5_HALO_5A,0.886343
1,30_FK_087-5_HALO_5A,0.172308
1,31_FK_088-5_HALO_5A,0.222315
1,32_FK_089-5_HALO_5A,0.189789
1,33_FK_090-5_HALO_5A,0.616276
1,34_FK_091-5_HALO_5A,0.185079
1,35_FK_092-5_HALO_5A,0.175053
1,36_FK_093-5_HALO_5A,0.193443
1,37_FK_094-5_HALO_5A,0.574861
1,38_FK_095-5_HALO_5A,0.16373
1,39_FK_096-5_HALO_5A,0.161158
1,3_HALO_3A-5_HALO_5A,0.112006
1,40_FK_097-5_HALO_5A,0.189058
1,41_FK_098-5_HALO_5A,0.580824
1,42_FK_099-5_HALO_5A,0.206817
1,43_FK_100-5_HALO_5A,0.208746
1,44_FK_101-5_HALO_5A,0.195088
1,45_FK_102-5_HALO_5A,0.582908
1,46_FK_103-5_HALO_5A,0.232613
1,47_FK_104-5_HALO_5A,0.238346
1,48_12-5_HALO_5A,0.860059
1,48_FK_105-5_HALO_5A,0.212388
1,49_FK_106-5_HALO_5A,0.584829
1,4_HALO_4A-5_HALO_5A,0.077451
1,4_PR15_High-5_HALO_5A,0.915435
1,50_14-5_HALO_5A,0.904932
1,50_FK_107-5_HALO_5A,0.221597
1,51_FK_108-5_HALO_5A,0.175558
1,52_FK_109-5_HALO_5A,0.208342
1,53_FK_110-5_HALO_5A,0.59147
1,54_FK_111-5_HALO_5A,0.209971
1,55_FK_112-5_HALO_5A,0.241643
1,56_FK_113-5_HALO_5A,0.211665
1,57_FK_114-5_HALO_5A,0.579567
1,58_FK_115-5_HALO_5A,0.221275
1,59_FK_116-5_HALO_5A,0.17545
1,10_G2_HG-60,0.943875
1,10_HALO_2B-60,0.953737
1,11_HALO_3B-60,0.954852
1,12_HALO_4B-60,0.953762
1,12_W_plus_3_G1-60,0.956836
1,13_HALO_5B-60,0.954191
1,13_W_plus_3_G11-60,0.948946
1,14_HALO_6B-60,0.953411
1,14_W_plus_3_H6-60,0.943318
1,15_HALO_7B-60,0.953999
1,16_HALO_8B-60,0.954303
1,17_HALO_1C-60,0.954485
1,17_S6_g11-60,0.943352
1,18_11_20_1_1-60,0.94637
1,18_11_20_1_2-60,0.953054
1,18_11_20_1_3-60,0.958828
1,18_11_20_2_1-60,0.95755
1,18_11_20_2_2-60,0.952259
1,18_11_20_2_3-60,0.968378
1,18_11_20_3_1-60,0.963079
1,18_11_20_3_2-60,0.954062
1,18_11_20_3_3-60,0.955013
1,18_HALO_2C-60,0.954766
1,18_S6_H6-60,0.945923
1,19_HALO_3C-60,0.954695
1,1_HALO_1A-60,0.948596
1,20_HALO_4C-60,0.954533
1,21_HALO_5C-60,0.954466
1,22_HALO_6C-60,0.954515
1,23_11_20_1_1-60,0.954855
1,23_11_20_1_2-60,0.949361
1,23_11_20_1_3-60,0.953309
1,23_11_20_2_1-60,0.954268
1,23_11_20_2_2-60,0.948245
1,23_11_20_2_3-60,0.95409
1,23_11_20_3_1-60,0.954241
1,23_11_20_3_2-60,0.947393
1,23_11_20_3_3-60,0.959471
1,23_HALO_7C-60,0.95338
1,24_HALO_8C-60,0.955137
1,25_FK_082-60,0.951157
1,26_11_20_2_1-60,0.95829
1,26_11_20_2_2-60,0.949989
1,26_11_20_2_3-60,0.952975
1,26_11_20_3_1-60,0.955113
1,26_11_20_3_2-60,0.948972
1,26_11_20_3_3-60,0.949494
1,26_FK_083-60,0.954949
1,27_11_20_1_1-60,0.950015
1,27_11_20_1_1A-60,0.945942
1,27_11_20_1_2-60,0.957177
1,27_11_20_1_2A-60,0.949668
1,27_11_20_1_3-60,0.953318
1,27_11_20_1_3A-60,0.952826
1,27_FK_084-60,0.954194
1,28_FK_085-60,0.9548
1,29_FK_086-60,0.956168
1,2_HALO_2A-60,0.953293
1,2_PR8_High-60,0.88374
1,30_FK_087-60,0.955194
1,31_FK_088-60,0.954125
1,32_FK_089-60,0.953509
1,33_FK_090-60,0.954734
1,34_FK_091-60,0.952989
1,35_FK_092-60,0.954375
1,36_FK_093-60,0.955822
1,37_FK_094-60,0.953035
1,38_FK_095-60,0.953054
1,39_FK_096-60,0.954187
1,3_HALO_3A-60,0.954573
1,40_FK_097-60,0.95417
1,41_FK_098-60,0.955825
1,42_FK_099-60,0.949017
1,43_FK_100-60,0.953282
1,44_FK_101-60,0.95261
1,45_FK_102-60,0.955746
1,46_FK_103-60,0.953712
1,47_FK_104-60,0.953549
1,48_12-60,0.884896
1,48_FK_105-60,0.953416
1,49_FK_106-60,0.951058
1,4_HALO_4A-60,0.950489
1,4_PR15_High-60,0.902547
1,50_14-60,0.888192
1,50_FK_107-60,0.951472
1,51_FK_108-60,0.95365
1,52_FK_109-60,0.954589
1,53_FK_110-60,0.956628
1,54_FK_111-60,0.955187
1,55_FK_112-60,0.954644
1,56_FK_113-60,0.95459
1,57_FK_114-60,0.955536
1,58_FK_115-60,0.953387
1,59_FK_116-60,0.953926
1,5_HALO_5A-60,0.952114
1,10_G2_HG-60_FK_117,0.933093
1,10_HALO_2B-60_FK_117,0.166305
1,11_HALO_3B-60_FK_117,0.150408
1,12_HALO_4B-60_FK_117,0.166384
1,12_W_plus_3_G1-60_FK_117,0.953487
1,13_HALO_5B-60_FK_117,0.154676
1,13_W_plus_3_G11-60_FK_117,0.952436
1,14_HALO_6B-60_FK_117,0.145824
1,14_W_plus_3_H6-60_FK_117,0.936709
1,15_HALO_7B-60_FK_117,0.154496
1,16_HALO_8B-60_FK_117,0.157727
1,17_HALO_1C-60_FK_117,0.150374
1,17_S6_g11-60_FK_117,0.962974
1,18_11_20_1_1-60_FK_117,0.786718
1,18_11_20_1_2-60_FK_117,0.599348
1,18_11_20_1_3-60_FK_117,0.807176
1,18_11_20_2_1-60_FK_117,0.801441
1,18_11_20_2_2-60_FK_117,0.767005
1,18_11_20_2_3-60_FK_117,0.792264
1,18_11_20_3_1-60_FK_117,0.822428
1,18_11_20_3_2-60_FK_117,0.847289
1,18_11_20_3_3-60_FK_117,0.577446
1,18_HALO_2C-60_FK_117,0.171755
1,18_S6_H6-60_FK_117,0.932674
1,19_HALO_3C-60_FK_117,0.165079
1,1_HALO_1A-60_FK_117,0.180957
1,20_HALO_4C-60_FK_117,0.169997
1,21_HALO_5C-60_FK_117,0.174324
1,22_HALO_6C-60_FK_117,0.165037
1,23_11_20_1_1-60_FK_117,0.736221
1,23_11_20_1_2-60_FK_117,0.560382
1,23_11_20_1_3-60_FK_117,0.702415
1,23_11_20_2_1-60_FK_117,0.551299
1,23_11_20_2_2-60_FK_117,0.619831
1,23_11_20_2_3-60_FK_117,0.500297
1,23_11_20_3_1-60_FK_117,0.544959
1,23_11_20_3_2-60_FK_117,0.561424
1,23_11_20_3_3-60_FK_117,0.637957
1,23_HALO_7C-60_FK_117,0.146889
1,24_HALO_8C-60_FK_117,0.174869
1,25_FK_082-60_FK_117,0.552153
1,26_11_20_2_1-60_FK_117,0.748302
1,26_11_20_2_2-60_FK_117,0.565939
1,26_11_20_2_3-60_FK_117,0.53891
1,26_11_20_3_1-60_FK_117,0.740546
1,26_11_20_3_2-60_FK_117,0.702885
1,26_11_20_3_3-60_FK_117,0.654322
1,26_FK_083-60_FK_117,0.091374
1,27_11_20_1_1-60_FK_117,0.706582
1,27_11_20_1_1A-60_FK_117,0.59122
1,27_11_20_1_2-60_FK_117,0.708791
1,27_11_20_1_2A-60_FK_117,0.621883
1,27_11_20_1_3-60_FK_117,0.790285
1,27_11_20_1_3A-60_FK_117,0.781313
1,27_FK_084-60_FK_117,0.178277
1,28_FK_085-60_FK_117,0.211182
1,29_FK_086-60_FK_117,0.553284
1,2_HALO_2A-60_FK_117,0.149182
1,2_PR8_High-60_FK_117,0.875
1,30_FK_087-60_FK_117,0.123037
1,31_FK_088-60_FK_117,0.115419
1,32_FK_089-60_FK_117,0.074263
1,33_FK_090-60_FK_117,0.585369
1,34_FK_091-60_FK_117,0.089611
1,35_FK_092-60_FK_117,0.09083
1,36_FK_093-60_FK_117,0.08273
1,37_FK_094-60_FK_117,0.552717
1,38_FK_095-60_FK_117,0.105654
1,39_FK_096-60_FK_117,0.096677
1,3_HALO_3A-60_FK_117,0.156643
1,40_FK_097-60_FK_117,0.100416
1,41_FK_098-60_FK_117,0.557685
1,42_FK_099-60_FK_117,0.108929
1,43_FK_100-60_FK_117,0.099061
1,44_FK_101-60_FK_117,0.079887
1,45_FK_102-60_FK_117,0.564889
1,46_FK_103-60_FK_117,0.101007
1,47_FK_104-60_FK_117,0.295788
1,48_12-60_FK_117,0.861137
1,48_FK_105-60_FK_117,0.076028
1,49_FK_106-60_FK_117,0.558866
1,4_HALO_4A-60_FK_117,0.20065
1,4_PR15_High-60_FK_117,0.897537
1,50_14-60_FK_117,0.887578
1,50_FK_107-60_FK_117,0.14445
1,51_FK_108-60_FK_117,0.069537
1,52_FK_109-60_FK_117,0.096396
1,53_FK_110-60_FK_117,0.586375
1,54_FK_111-60_FK_117,0.089957
1,55_FK_112-60_FK_117,0.164012
1,56_FK_113-60_FK_117,0.074229
1,57_FK_114-60_FK_117,0.563812
1,58_FK_115-60_FK_117,0.096941
1,59_FK_116-60_FK_117,0.0712
1,5_HALO_5A-60_FK_117,0.190857
1,60-60_FK_117,0.953662
1,10_G2_HG-61,0.869605
1,10_HALO_2B-61,0.866765
1,11_HALO_3B-61,0.865095
1,12_HALO_4B-61,0.856747
1,12_W_plus_3_G1-61,0.925597
1,13_HALO_5B-61,0.856046
1,13_W_plus_3_G11-61,0.887264
1,14_HALO_6B-61,0.856675
1,14_W_plus_3_H6-61,0.895997
1,15_HALO_7B-61,0.868919
1,16_HALO_8B-61,0.860819
1,17_HALO_1C-61,0.862326
1,17_S6_g11-61,0.889214
1,18_11_20_1_1-61,0.90386
1,18_11_20_1_2-61,0.899329
1,18_11_20_1_3-61,0.914431
1,18_11_20_2_1-61,0.911535
1,18_11_20_2_2-61,0.92526
1,18_11_20_2_3-61,0.943978
1,18_11_20_3_1-61,0.944151
1,18_11_20_3_2-61,0.916513
1,18_11_20_3_3-61,0.904356
1,18_HALO_2C-61,0.863293
1,18_S6_H6-61,0.8584
1,19_HALO_3C-61,0.861052
1,1_HALO_1A-61,0.867588
1,20_HALO_4C-61,0.85903
1,21_HALO_5C-61,0.863782
1,22_HALO_6C-61,0.858088
1,23_11_20_1_1-61,0.896921
1,23_11_20_1_2-61,0.879381
1,23_11_20_1_3-61,0.902905
1,23_11_20_2_1-61,0.898094
1,23_11_20_2_2-61,0.878337
1,23_11_20_2_3-61,0.884165
1,23_11_20_3_1-61,0.886594
1,23_11_20_3_2-61,0.864286
1,23_11_20_3_3-61,0.914438
1,23_HALO_7C-61,0.854971
1,24_HALO_8C-61,0.843654
1,25_FK_082-61,0.833987
1,26_11_20_2_1-61,0.920037
1,26_11_20_2_2-61,0.878369
1,26_11_20_2_3-61,0.883685
1,26_11_20_3_1-61,0.894869
1,26_11_20_3_2-61,0.884186
1,26_11_20_3_3-61,0.882112
1,26_FK_083-61,0.881955
1,27_11_20_1_1-61,0.884202
1,27_11_20_1_1A-61,0.873488
1,27_11_20_1_2-61,0.929473
1,27_11_20_1_2A-61,0.877021
1,27_11_20_1_3-61,0.918887
1,27_11_20_1_3A-61,0.912777
1,27_FK_084-61,0.898157
1,28_FK_085-61,0.898919
1,29_FK_086-61,0.825278
1,2_HALO_2A-61,0.866274
1,2_PR8_High-61,0.582922
1,30_FK_087-61,0.893978
1,31_FK_088-61,0.906866
1,32_FK_089-61,0.875857
1,33_FK_090-61,0.813959
1,34_FK_091-61,0.868624
1,35_FK_092-61,0.875841
1,36_FK_093-61,0.8764
1,37_FK_094-61,0.8546
1,38_FK_095-61,0.87491
1,39_FK_096-61,0.890323
1,3_HALO_3A-61,0.867756
1,40_FK_097-61,0.884146
1,41_FK_098-61,0.858726
1,42_FK_099-61,0.890185
1,43_FK_100-61,0.892418
1,44_FK_101-61,0.876722
1,45_FK_102-61,0.855345
1,46_FK_103-61,0.870754
1,47_FK_104-61,0.897511
1,48_12-61,0.591656
1,48_FK_105-61,0.872177
1,49_FK_106-61,0.807287
1,4_HALO_4A-61,0.868267
1,4_PR15_High-61,0.525721
1,50_14-61,0.453102
1,50_FK_107-61,0.864033
1,51_FK_108-61,0.870076
1,52_FK_109-61,0.892408
1,53_FK_110-61,0.869302
1,54_FK_111-61,0.882274
1,55_FK_112-61,0.904592
1,56_FK_113-61,0.872295
1,57_FK_114-61,0.856245
1,58_FK_115-61,0.871418
1,59_FK_116-61,0.872406
1,5_HALO_5A-61,0.872375
1,60-61,0.848807
1,60_FK_117-61,0.870038
1,10_G2_HG-61_FK_118,0.873207
1,10_HALO_2B-61_FK_118,0.58242
1,11_HALO_3B-61_FK_118,0.570896
1,12_HALO_4B-61_FK_118,0.588419
