Tree#,Groups,WScore
1,16_HALO_8B-IX_I8,0.624969
1,17_HALO_1C-IX_I8,0.587344
1,17_S6_g11-IX_I8,0.952862
1,18_11_20_1_1-IX_I8,0.478072
1,18_11_20_1_2-IX_I8,0.098897
1,18_11_20_1_3-IX_I8,0.51734
1,18_11_20_2_1-IX_I8,0.511334
1,18_11_20_2_2-IX_I8,0.37334
1,18_11_20_2_3-IX_I8,0.45024
1,18_11_20_3_1-IX_I8,0.494671
1,18_11_20_3_2-IX_I8,0.5498
1,18_11_20_3_3-IX_I8,0.286483
1,18_HALO_2C-IX_I8,0.619762
1,18_S6_H6-IX_I8,0.914102
1,19_HALO_3C-IX_I8,0.608309
1,1_HALO_1A-IX_I8,0.548055
1,20_HALO_4C-IX_I8,0.627545
1,21_HALO_5C-IX_I8,0.605227
1,22_HALO_6C-IX_I8,0.600017
1,23_11_20_1_1-IX_I8,0.391179
1,23_11_20_1_2-IX_I8,0.35435
1,23_11_20_1_3-IX_I8,0.366744
1,23_11_20_2_1-IX_I8,0.37478
1,23_11_20_2_2-IX_I8,0.465261
1,23_11_20_2_3-IX_I8,0.392639
1,23_11_20_3_1-IX_I8,0.37953
1,23_11_20_3_2-IX_I8,0.454738
1,23_11_20_3_3-IX_I8,0.324541
1,23_HALO_7C-IX_I8,0.604821
1,24_HALO_8C-IX_I8,0.608655
1,25_FK_082-IX_I8,0.755792
1,26_11_20_2_1-IX_I8,0.359191
1,26_11_20_2_2-IX_I8,0.416724
1,26_11_20_2_3-IX_I8,0.331263
1,26_11_20_3_1-IX_I8,0.429555
1,26_11_20_3_2-IX_I8,0.299558
1,26_11_20_3_3-IX_I8,0.314029
1,26_FK_083-IX_I8,0.636301
1,27_11_20_1_1-IX_I8,0.303247
1,27_11_20_1_1A-IX_I8,0.352179
1,27_11_20_1_2-IX_I8,0.477963
1,27_11_20_1_2A-IX_I8,0.334671
1,27_11_20_1_3-IX_I8,0.483682
1,27_11_20_1_3A-IX_I8,0.477653
1,27_FK_084-IX_I8,0.609147
1,28_FK_085-IX_I8,0.619686
1,29_FK_086-IX_I8,0.761772
1,2_HALO_2A-IX_I8,0.582232
1,2_PR8_High-IX_I8,0.908254
1,30_FK_087-IX_I8,0.634804
1,31_FK_088-IX_I8,0.604967
1,32_FK_089-IX_I8,0.600366
1,33_FK_090-IX_I8,0.780478
1,34_FK_091-IX_I8,0.601114
1,35_FK_092-IX_I8,0.616404
1,36_FK_093-IX_I8,0.627088
1,37_FK_094-IX_I8,0.735057
1,38_FK_095-IX_I8,0.596659
1,39_FK_096-IX_I8,0.619195
1,3_HALO_3A-IX_I8,0.584249
1,40_FK_097-IX_I8,0.598331
1,41_FK_098-IX_I8,0.77557
1,42_FK_099-IX_I8,0.602927
1,43_FK_100-IX_I8,0.606583
1,44_FK_101-IX_I8,0.619282
1,45_FK_102-IX_I8,0.747571
1,46_FK_103-IX_I8,0.614733
1,47_FK_104-IX_I8,0.614958
1,48_12-IX_I8,0.892259
1,48_FK_105-IX_I8,0.616901
1,49_FK_106-IX_I8,0.773391
1,4_HALO_4A-IX_I8,0.574711
1,4_PR15_High-IX_I8,0.93683
1,50_14-IX_I8,0.929506
1,50_FK_107-IX_I8,0.585689
1,51_FK_108-IX_I8,0.603801
1,52_FK_109-IX_I8,0.611602
1,53_FK_110-IX_I8,0.784086
1,54_FK_111-IX_I8,0.625391
1,55_FK_112-IX_I8,0.598582
1,56_FK_113-IX_I8,0.609679
1,57_FK_114-IX_I8,0.724102
1,58_FK_115-IX_I8,0.611738
1,59_FK_116-IX_I8,0.606104
1,5_HALO_5A-IX_I8,0.581187
1,60-IX_I8,0.945371
1,60_FK_117-IX_I8,0.605725
1,61-IX_I8,0.897817
1,61_FK_118-IX_I8,0.773813
1,62-IX_I8,0.942603
1,62_FK_119-IX_I8,0.573649
1,63_FK_120-IX_I8,0.587292
1,64_FK_121-IX_I8,0.572968
1,65-IX_I8,0.948635
1,65_FK_122-IX_I8,0.772817
1,66_FK_123-IX_I8,0.584399
1,67_FK_124-IX_I8,0.567888
1,68_FK_125-IX_I8,0.577577
1,69_FK_126-IX_I8,0.742157
1,6_HALO_6A-IX_I8,0.593009
1,70_FK_127-IX_I8,0.587565
1,71_FK_128-IX_I8,0.562778
1,72_FK_129-IX_I8,0.577016
1,73_FK_130-IX_I8,0.611236
1,74_FK_131-IX_I8,0.562121
1,75_FK_132-IX_I8,0.556039
1,76_FK_133-IX_I8,0.515896
1,77_FK_134-IX_I8,0.574771
1,78_FK_135-IX_I8,0.554619
1,79_FK_136-IX_I8,0.585269
1,7_G2_ST-IX_I8,0.938771
1,7_HALO_7A-IX_I8,0.607622
1,80_FK_137-IX_I8,0.54123
1,81_FK_138-IX_I8,0.574866
1,82_FK_139-IX_I8,0.537842
1,83_FK_140-IX_I8,0.523832
1,84_FK_141-IX_I8,0.480467
1,85_FK_142-IX_I8,0.584498
1,86_FK_143-IX_I8,0.589533
1,87_FK_144-IX_I8,0.545072
1,88_FK_145-IX_I8,0.586102
1,89_FK_146-IX_I8,0.646036
1,8_G2_G1-IX_I8,0.933001
1,8_HALO_8A-IX_I8,0.591272
1,90_FK_147-IX_I8,0.602447
1,91_FK_148-IX_I8,0.658977
1,92_FK_149-IX_I8,0.533361
1,93_FK_150-IX_I8,0.596945
1,94_FK_151-IX_I8,0.587239
1,95_FK_152-IX_I8,0.63954
1,96_FK_153-IX_I8,0.52129
1,97_FK_002-IX_I8,0.603963
1,9_G2_G11-IX_I8,0.859066
1,9_HALO_1B-IX_I8,0.56424
1,Blank_2-IX_I8,0.402737
1,Blank_3-IX_I8,0.517768
1,III_B1-IX_I8,0.473337
1,III_B2-IX_I8,0.466516
1,III_B3-IX_I8,0.468405
1,III_B4-IX_I8,0.463934
1,III_I2-IX_I8,0.604229
1,II_B1-IX_I8,0.573603
1,II_B2-IX_I8,0.586173
1,II_B3-IX_I8,0.59724
1,II_B4-IX_I8,0.57958
1,II_I1-IX_I8,0.572776
1,IV_B1-IX_I8,0.577745
1,IV_B2-IX_I8,0.610251
1,IV_B3-IX_I8,0.592975
1,IV_B4-IX_I8,0.601958
1,IV_I3-IX_I8,0.582044
1,IX_B1-IX_I8,0.601697
1,IX_B2-IX_I8,0.619232
1,IX_B3-IX_I8,0.587863
1,IX_B4-IX_I8,0.56774
1,10_G2_HG-I_B1,0.785815
1,10_HALO_2B-I_B1,0.723377
1,11_HALO_3B-I_B1,0.729763
1,12_HALO_4B-I_B1,0.730329
1,12_W_plus_3_G1-I_B1,0.959332
1,13_HALO_5B-I_B1,0.7246
1,13_W_plus_3_G11-I_B1,0.955438
1,14_HALO_6B-I_B1,0.718864
1,14_W_plus_3_H6-I_B1,0.944251
1,15_HALO_7B-I_B1,0.717622
1,16_HALO_8B-I_B1,0.742999
1,17_HALO_1C-I_B1,0.72073
1,17_S6_g11-I_B1,0.964257
1,18_11_20_1_1-I_B1,0.795104
1,18_11_20_1_2-I_B1,0.688079
1,18_11_20_1_3-I_B1,0.769395
1,18_11_20_2_1-I_B1,0.764203
1,18_11_20_2_2-I_B1,0.785458
1,18_11_20_2_3-I_B1,0.798902
1,18_11_20_3_1-I_B1,0.826945
1,18_11_20_3_2-I_B1,0.84077
1,18_11_20_3_3-I_B1,0.663857
1,18_HALO_2C-I_B1,0.73794
1,18_S6_H6-I_B1,0.816392
1,19_HALO_3C-I_B1,0.734721
1,1_HALO_1A-I_B1,0.686785
1,20_HALO_4C-I_B1,0.739877
1,21_HALO_5C-I_B1,0.727071
1,22_HALO_6C-I_B1,0.724046
1,23_11_20_1_1-I_B1,0.683504
1,23_11_20_1_2-I_B1,0.594267
1,23_11_20_1_3-I_B1,0.678252
1,23_11_20_2_1-I_B1,0.507543
1,23_11_20_2_2-I_B1,0.427519
1,23_11_20_2_3-I_B1,0.530424
1,23_11_20_3_1-I_B1,0.54309
1,23_11_20_3_2-I_B1,0.467663
1,23_11_20_3_3-I_B1,0.718379
1,23_HALO_7C-I_B1,0.725032
1,24_HALO_8C-I_B1,0.724781
1,25_FK_082-I_B1,0.744294
1,26_11_20_2_1-I_B1,0.743644
1,26_11_20_2_2-I_B1,0.538593
1,26_11_20_2_3-I_B1,0.577914
1,26_11_20_3_1-I_B1,0.589077
1,26_11_20_3_2-I_B1,0.617253
1,26_11_20_3_3-I_B1,0.613698
1,26_FK_083-I_B1,0.751579
1,27_11_20_1_1-I_B1,0.614911
1,27_11_20_1_1A-I_B1,0.583933
1,27_11_20_1_2-I_B1,0.658527
1,27_11_20_1_2A-I_B1,0.58579
1,27_11_20_1_3-I_B1,0.787161
1,27_11_20_1_3A-I_B1,0.771284
1,27_FK_084-I_B1,0.730205
1,28_FK_085-I_B1,0.743611
1,29_FK_086-I_B1,0.765535
1,2_HALO_2A-I_B1,0.70569
1,2_PR8_High-I_B1,0.9049
1,30_FK_087-I_B1,0.751334
1,31_FK_088-I_B1,0.739627
1,32_FK_089-I_B1,0.726679
1,33_FK_090-I_B1,0.706142
1,34_FK_091-I_B1,0.726231
1,35_FK_092-I_B1,0.736816
1,36_FK_093-I_B1,0.746139
1,37_FK_094-I_B1,0.776219
1,38_FK_095-I_B1,0.724773
1,39_FK_096-I_B1,0.740721
1,3_HALO_3A-I_B1,0.710526
1,40_FK_097-I_B1,0.725305
1,41_FK_098-I_B1,0.781995
1,42_FK_099-I_B1,0.735435
1,43_FK_100-I_B1,0.741611
1,44_FK_101-I_B1,0.735454
1,45_FK_102-I_B1,0.764098
1,46_FK_103-I_B1,0.740571
1,47_FK_104-I_B1,0.732832
1,48_12-I_B1,0.875088
1,48_FK_105-I_B1,0.736302
1,49_FK_106-I_B1,0.748071
1,4_HALO_4A-I_B1,0.660787
1,4_PR15_High-I_B1,0.929876
1,50_14-I_B1,0.926359
1,50_FK_107-I_B1,0.711255
1,51_FK_108-I_B1,0.716749
1,52_FK_109-I_B1,0.734402
1,53_FK_110-I_B1,0.720303
1,54_FK_111-I_B1,0.743878
1,55_FK_112-I_B1,0.714357
1,56_FK_113-I_B1,0.730999
1,57_FK_114-I_B1,0.705231
1,58_FK_115-I_B1,0.731868
1,59_FK_116-I_B1,0.722449
1,5_HALO_5A-I_B1,0.68273
1,60-I_B1,0.957325
1,60_FK_117-I_B1,0.725475
1,61-I_B1,0.898531
1,61_FK_118-I_B1,0.694923
1,62-I_B1,0.952025
1,62_FK_119-I_B1,0.652413
1,63_FK_120-I_B1,0.647885
1,64_FK_121-I_B1,0.665128
1,65-I_B1,0.962893
1,65_FK_122-I_B1,0.642103
1,66_FK_123-I_B1,0.668955
1,67_FK_124-I_B1,0.632339
1,68_FK_125-I_B1,0.634757
1,69_FK_126-I_B1,0.548802
1,6_HALO_6A-I_B1,0.717861
1,70_FK_127-I_B1,0.694247
1,71_FK_128-I_B1,0.64017
1,72_FK_129-I_B1,0.62955
1,73_FK_130-I_B1,0.458857
1,74_FK_131-I_B1,0.457258
1,75_FK_132-I_B1,0.41642
1,76_FK_133-I_B1,0.535083
1,77_FK_134-I_B1,0.607559
1,78_FK_135-I_B1,0.532746
1,79_FK_136-I_B1,0.388519
1,7_G2_ST-I_B1,0.966957
1,7_HALO_7A-I_B1,0.725977
1,80_FK_137-I_B1,0.511005
1,81_FK_138-I_B1,0.719462
1,82_FK_139-I_B1,0.528434
1,83_FK_140-I_B1,0.472572
1,84_FK_141-I_B1,0.54054
1,85_FK_142-I_B1,0.620007
1,86_FK_143-I_B1,0.467817
1,87_FK_144-I_B1,0.449346
1,88_FK_145-I_B1,0.428045
1,89_FK_146-I_B1,0.502428
1,8_G2_G1-I_B1,0.952882
1,8_HALO_8A-I_B1,0.716776
1,90_FK_147-I_B1,0.380308
1,91_FK_148-I_B1,0.304428
1,92_FK_149-I_B1,0.542964
1,93_FK_150-I_B1,0.647051
1,94_FK_151-I_B1,0.445373
1,95_FK_152-I_B1,0.360407
1,96_FK_153-I_B1,0.560988
1,97_FK_002-I_B1,0.724571
1,9_G2_G11-I_B1,0.959989
1,9_HALO_1B-I_B1,0.657132
1,Blank_2-I_B1,0.745246
1,Blank_3-I_B1,0.466731
1,III_B1-I_B1,0.535167
1,III_B2-I_B1,0.577282
1,III_B3-I_B1,0.589963
1,III_B4-I_B1,0.550318
1,III_I2-I_B1,0.749385
1,II_B1-I_B1,0.418773
1,II_B2-I_B1,0.369582
1,II_B3-I_B1,0.39157
1,II_B4-I_B1,0.383989
1,II_I1-I_B1,0.710163
1,IV_B1-I_B1,0.454772
1,IV_B2-I_B1,0.405869
1,IV_B3-I_B1,0.436263
1,IV_B4-I_B1,0.396689
1,IV_I3-I_B1,0.706929
1,IX_B1-I_B1,0.461561
1,IX_B2-I_B1,0.44181
1,IX_B3-I_B1,0.449133
1,IX_B4-I_B1,0.734817
1,IX_I8-I_B1,0.692203
1,10_G2_HG-I_B2,0.775953
1,10_HALO_2B-I_B2,0.719389
1,11_HALO_3B-I_B2,0.726418
1,12_HALO_4B-I_B2,0.727519
1,12_W_plus_3_G1-I_B2,0.959294
1,13_HALO_5B-I_B2,0.722085
1,13_W_plus_3_G11-I_B2,0.957633
1,14_HALO_6B-I_B2,0.718029
1,14_W_plus_3_H6-I_B2,0.944961
1,15_HALO_7B-I_B2,0.713729
1,16_HALO_8B-I_B2,0.739434
1,17_HALO_1C-I_B2,0.719571
1,17_S6_g11-I_B2,0.965412
1,18_11_20_1_1-I_B2,0.797817
1,18_11_20_1_2-I_B2,0.688356
1,18_11_20_1_3-I_B2,0.783335
1,18_11_20_2_1-I_B2,0.778825
1,18_11_20_2_2-I_B2,0.789965
1,18_11_20_2_3-I_B2,0.812906
1,18_11_20_3_1-I_B2,0.840766
1,18_11_20_3_2-I_B2,0.844639
1,18_11_20_3_3-I_B2,0.667974
1,18_HALO_2C-I_B2,0.734197
1,18_S6_H6-I_B2,0.819729
1,19_HALO_3C-I_B2,0.731045
1,1_HALO_1A-I_B2,0.694955
1,20_HALO_4C-I_B2,0.73656
1,21_HALO_5C-I_B2,0.72474
1,22_HALO_6C-I_B2,0.721367
1,23_11_20_1_1-I_B2,0.68777
1,23_11_20_1_2-I_B2,0.591171
1,23_11_20_1_3-I_B2,0.680438
1,23_11_20_2_1-I_B2,0.538137
1,23_11_20_2_2-I_B2,0.447797
1,23_11_20_2_3-I_B2,0.54094
1,23_11_20_3_1-I_B2,0.555294
1,23_11_20_3_2-I_B2,0.479355
1,23_11_20_3_3-I_B2,0.710164
1,23_HALO_7C-I_B2,0.721725
1,24_HALO_8C-I_B2,0.722257
1,25_FK_082-I_B2,0.746395
1,26_11_20_2_1-I_B2,0.747771
1,26_11_20_2_2-I_B2,0.551252
1,26_11_20_2_3-I_B2,0.577316
1,26_11_20_3_1-I_B2,0.594036
1,26_11_20_3_2-I_B2,0.61632
1,26_11_20_3_3-I_B2,0.615903
1,26_FK_083-I_B2,0.749489
1,27_11_20_1_1-I_B2,0.619211
1,27_11_20_1_1A-I_B2,0.592872
1,27_11_20_1_2-I_B2,0.666319
1,27_11_20_1_2A-I_B2,0.593457
1,27_11_20_1_3-I_B2,0.79037
1,27_11_20_1_3A-I_B2,0.776026
1,27_FK_084-I_B2,0.727283
1,28_FK_085-I_B2,0.739902
1,29_FK_086-I_B2,0.767998
1,2_HALO_2A-I_B2,0.702209
1,2_PR8_High-I_B2,0.907141
1,30_FK_087-I_B2,0.748845
1,31_FK_088-I_B2,0.735719
1,32_FK_089-I_B2,0.724867
1,33_FK_090-I_B2,0.713514
1,34_FK_091-I_B2,0.723636
1,35_FK_092-I_B2,0.73536
1,36_FK_093-I_B2,0.743474
1,37_FK_094-I_B2,0.779514
1,38_FK_095-I_B2,0.722975
1,39_FK_096-I_B2,0.739028
1,3_HALO_3A-I_B2,0.711123
1,40_FK_097-I_B2,0.723227
1,41_FK_098-I_B2,0.784288
1,42_FK_099-I_B2,0.732709
1,43_FK_100-I_B2,0.738771
1,44_FK_101-I_B2,0.73347
1,45_FK_102-I_B2,0.761249
1,46_FK_103-I_B2,0.738653
1,47_FK_104-I_B2,0.730441
1,48_12-I_B2,0.875058
1,48_FK_105-I_B2,0.734831
1,49_FK_106-I_B2,0.750702
1,4_HALO_4A-I_B2,0.658572
1,4_PR15_High-I_B2,0.930277
1,50_14-I_B2,0.927078
1,50_FK_107-I_B2,0.709722
1,51_FK_108-I_B2,0.714685
1,52_FK_109-I_B2,0.732037
1,53_FK_110-I_B2,0.725745
1,54_FK_111-I_B2,0.741095
1,55_FK_112-I_B2,0.713018
1,56_FK_113-I_B2,0.728897
1,57_FK_114-I_B2,0.719667
1,58_FK_115-I_B2,0.730721
1,59_FK_116-I_B2,0.720544
1,5_HALO_5A-I_B2,0.680709
1,60-I_B2,0.957739
1,60_FK_117-I_B2,0.72283
1,61-I_B2,0.900247
1,61_FK_118-I_B2,0.697626
1,62-I_B2,0.952818
1,62_FK_119-I_B2,0.650899
1,63_FK_120-I_B2,0.645952
1,64_FK_121-I_B2,0.662902
1,65-I_B2,0.96342
1,65_FK_122-I_B2,0.645961
1,66_FK_123-I_B2,0.666622
1,67_FK_124-I_B2,0.631697
1,68_FK_125-I_B2,0.633578
1,69_FK_126-I_B2,0.548565
1,6_HALO_6A-I_B2,0.715795
1,70_FK_127-I_B2,0.691896
1,71_FK_128-I_B2,0.639279
1,72_FK_129-I_B2,0.629871
1,73_FK_130-I_B2,0.480194
1,74_FK_131-I_B2,0.466868
1,75_FK_132-I_B2,0.42254
1,76_FK_133-I_B2,0.546677
1,77_FK_134-I_B2,0.626106
1,78_FK_135-I_B2,0.543572
1,79_FK_136-I_B2,0.397796
1,7_G2_ST-I_B2,0.965
1,7_HALO_7A-I_B2,0.722925
1,80_FK_137-I_B2,0.524148
1,81_FK_138-I_B2,0.734938
1,82_FK_139-I_B2,0.534147
1,83_FK_140-I_B2,0.479972
1,84_FK_141-I_B2,0.553691
1,85_FK_142-I_B2,0.634304
1,86_FK_143-I_B2,0.479159
1,87_FK_144-I_B2,0.462881
1,88_FK_145-I_B2,0.444918
1,89_FK_146-I_B2,0.53412
1,8_G2_G1-I_B2,0.956238
1,8_HALO_8A-I_B2,0.713229
1,90_FK_147-I_B2,0.388749
1,91_FK_148-I_B2,0.333455
1,92_FK_149-I_B2,0.559132
1,93_FK_150-I_B2,0.662524
1,94_FK_151-I_B2,0.458788
1,95_FK_152-I_B2,0.382123
1,96_FK_153-I_B2,0.58024
1,97_FK_002-I_B2,0.723202
1,9_G2_G11-I_B2,0.961851
1,9_HALO_1B-I_B2,0.654139
1,Blank_2-I_B2,0.748096
1,Blank_3-I_B2,0.491554
1,III_B1-I_B2,0.544375
1,III_B2-I_B2,0.587039
1,III_B3-I_B2,0.600531
1,III_B4-I_B2,0.562076
1,III_I2-I_B2,0.745207
1,II_B1-I_B2,0.442023
1,II_B2-I_B2,0.390135
1,II_B3-I_B2,0.412479
1,II_B4-I_B2,0.40214
1,II_I1-I_B2,0.704942
1,IV_B1-I_B2,0.464244
1,IV_B2-I_B2,0.415504
1,IV_B3-I_B2,0.445949
1,IV_B4-I_B2,0.406208
1,IV_I3-I_B2,0.702441
1,IX_B1-I_B2,0.462595
1,IX_B2-I_B2,0.44514
1,IX_B3-I_B2,0.457493
1,IX_B4-I_B2,0.72614
1,IX_I8-I_B2,0.692582
1,I_B1-I_B2,0.064215
1,10_G2_HG-I_B3,0.786207
1,10_HALO_2B-I_B3,0.730135
1,11_HALO_3B-I_B3,0.736691
1,12_HALO_4B-I_B3,0.736547
1,12_W_plus_3_G1-I_B3,0.959317
1,13_HALO_5B-I_B3,0.730872
1,13_W_plus_3_G11-I_B3,0.952073
1,14_HALO_6B-I_B3,0.725614
1,14_W_plus_3_H6-I_B3,0.944023
1,15_HALO_7B-I_B3,0.724801
1,16_HALO_8B-I_B3,0.748948
1,17_HALO_1C-I_B3,0.726618
1,17_S6_g11-I_B3,0.96408
1,18_11_20_1_1-I_B3,0.77194
1,18_11_20_1_2-I_B3,0.676227
1,18_11_20_1_3-I_B3,0.747501
1,18_11_20_2_1-I_B3,0.742841
1,18_11_20_2_2-I_B3,0.762913
1,18_11_20_2_3-I_B3,0.7777
1,18_11_20_3_1-I_B3,0.805168
1,18_11_20_3_2-I_B3,0.824036
1,18_11_20_3_3-I_B3,0.651403
1,18_HALO_2C-I_B3,0.744787
1,18_S6_H6-I_B3,0.81344
1,19_HALO_3C-I_B3,0.741059
1,1_HALO_1A-I_B3,0.688643
1,20_HALO_4C-I_B3,0.746696
1,21_HALO_5C-I_B3,0.733784
1,22_HALO_6C-I_B3,0.731104
1,23_11_20_1_1-I_B3,0.663506
1,23_11_20_1_2-I_B3,0.57341
1,23_11_20_1_3-I_B3,0.662506
1,23_11_20_2_1-I_B3,0.503934
1,23_11_20_2_2-I_B3,0.420283
1,23_11_20_2_3-I_B3,0.520221
1,23_11_20_3_1-I_B3,0.530326
1,23_11_20_3_2-I_B3,0.462791
1,23_11_20_3_3-I_B3,0.713349
1,23_HALO_7C-I_B3,0.731966
1,24_HALO_8C-I_B3,0.730669
1,25_FK_082-I_B3,0.743005
1,26_11_20_2_1-I_B3,0.721446
1,26_11_20_2_2-I_B3,0.525659
1,26_11_20_2_3-I_B3,0.565206
1,26_11_20_3_1-I_B3,0.569038
1,26_11_20_3_2-I_B3,0.598962
1,26_11_20_3_3-I_B3,0.602448
1,26_FK_083-I_B3,0.757381
1,27_11_20_1_1-I_B3,0.594853
1,27_11_20_1_1A-I_B3,0.572835
1,27_11_20_1_2-I_B3,0.638686
1,27_11_20_1_2A-I_B3,0.575243
1,27_11_20_1_3-I_B3,0.7663
1,27_11_20_1_3A-I_B3,0.752365
1,27_FK_084-I_B3,0.738494
1,28_FK_085-I_B3,0.750335
1,29_FK_086-I_B3,0.767724
1,2_HALO_2A-I_B3,0.711893
1,2_PR8_High-I_B3,0.90806
1,30_FK_087-I_B3,0.757631
1,31_FK_088-I_B3,0.742419
1,32_FK_089-I_B3,0.731931
1,33_FK_090-I_B3,0.706805
1,34_FK_091-I_B3,0.731065
1,35_FK_092-I_B3,0.74302
1,36_FK_093-I_B3,0.750301
1,37_FK_094-I_B3,0.774343
1,38_FK_095-I_B3,0.730351
1,39_FK_096-I_B3,0.745875
1,3_HALO_3A-I_B3,0.716129
1,40_FK_097-I_B3,0.730237
1,41_FK_098-I_B3,0.782257
1,42_FK_099-I_B3,0.740094
1,43_FK_100-I_B3,0.745512
1,44_FK_101-I_B3,0.740285
1,45_FK_102-I_B3,0.761968
1,46_FK_103-I_B3,0.745982
1,47_FK_104-I_B3,0.742196
1,48_12-I_B3,0.87583
1,48_FK_105-I_B3,0.741325
1,49_FK_106-I_B3,0.748949
1,4_HALO_4A-I_B3,0.667307
1,4_PR15_High-I_B3,0.930419
1,50_14-I_B3,0.927641
1,50_FK_107-I_B3,0.716652
1,51_FK_108-I_B3,0.721756
1,52_FK_109-I_B3,0.737959
1,53_FK_110-I_B3,0.724842
1,54_FK_111-I_B3,0.748029
1,55_FK_112-I_B3,0.719153
1,56_FK_113-I_B3,0.735413
1,57_FK_114-I_B3,0.694144
1,58_FK_115-I_B3,0.737545
1,59_FK_116-I_B3,0.72701
1,5_HALO_5A-I_B3,0.688973
1,60-I_B3,0.957799
1,60_FK_117-I_B3,0.728899
1,61-I_B3,0.900182
1,61_FK_118-I_B3,0.695105
1,62-I_B3,0.953209
1,62_FK_119-I_B3,0.65726
1,63_FK_120-I_B3,0.651716
1,64_FK_121-I_B3,0.669389
1,65-I_B3,0.963524
1,65_FK_122-I_B3,0.642756
1,66_FK_123-I_B3,0.673435
1,67_FK_124-I_B3,0.636259
1,68_FK_125-I_B3,0.639292
1,69_FK_126-I_B3,0.546743
1,6_HALO_6A-I_B3,0.723919
1,70_FK_127-I_B3,0.699261
1,71_FK_128-I_B3,0.644058
1,72_FK_129-I_B3,0.635068
1,73_FK_130-I_B3,0.440798
1,74_FK_131-I_B3,0.443456
1,75_FK_132-I_B3,0.411727
1,76_FK_133-I_B3,0.525062
1,77_FK_134-I_B3,0.584983
1,78_FK_135-I_B3,0.535024
1,79_FK_136-I_B3,0.37855
1,7_G2_ST-I_B3,0.967795
1,7_HALO_7A-I_B3,0.733116
1,80_FK_137-I_B3,0.502728
1,81_FK_138-I_B3,0.695811
1,82_FK_139-I_B3,0.516367
1,83_FK_140-I_B3,0.46127
1,84_FK_141-I_B3,0.529379
1,85_FK_142-I_B3,0.596584
1,86_FK_143-I_B3,0.461018
1,87_FK_144-I_B3,0.434577
1,88_FK_145-I_B3,0.410297
1,89_FK_146-I_B3,0.481217
1,8_G2_G1-I_B3,0.951074
1,8_HALO_8A-I_B3,0.723372
1,90_FK_147-I_B3,0.366544
1,91_FK_148-I_B3,0.297792
1,92_FK_149-I_B3,0.526533
1,93_FK_150-I_B3,0.621614
1,94_FK_151-I_B3,0.433294
1,95_FK_152-I_B3,0.352383
1,96_FK_153-I_B3,0.541629
1,97_FK_002-I_B3,0.729382
1,9_G2_G11-I_B3,0.950909
1,9_HALO_1B-I_B3,0.663968
1,Blank_2-I_B3,0.73795
1,Blank_3-I_B3,0.459562
1,III_B1-I_B3,0.51235
1,III_B2-I_B3,0.55286
1,III_B3-I_B3,0.565906
1,III_B4-I_B3,0.529471
1,III_I2-I_B3,0.758371
1,II_B1-I_B3,0.431184
1,II_B2-I_B3,0.384973
1,II_B3-I_B3,0.405858
1,II_B4-I_B3,0.394884
1,II_I1-I_B3,0.716794
1,IV_B1-I_B3,0.438897
1,IV_B2-I_B3,0.389285
1,IV_B3-I_B3,0.420747
1,IV_B4-I_B3,0.381429
1,IV_I3-I_B3,0.714524
1,IX_B1-I_B3,0.444673
1,IX_B2-I_B3,0.425797
1,IX_B3-I_B3,0.430079
1,IX_B4-I_B3,0.741148
1,IX_I8-I_B3,0.678838
1,I_B1-I_B3,0.046849
1,I_B2-I_B3,0.0711
1,10_G2_HG-I_B4,0.796416
1,10_HALO_2B-I_B4,0.73693
1,11_HALO_3B-I_B4,0.743682
1,12_HALO_4B-I_B4,0.743615
1,12_W_plus_3_G1-I_B4,0.960541
1,13_HALO_5B-I_B4,0.737762
1,13_W_plus_3_G11-I_B4,0.952247
1,14_HALO_6B-I_B4,0.732255
1,14_W_plus_3_H6-I_B4,0.944785
1,15_HALO_7B-I_B4,0.731343
1,16_HALO_8B-I_B4,0.756583
1,17_HALO_1C-I_B4,0.733478
1,17_S6_g11-I_B4,0.964587
1,18_11_20_1_1-I_B4,0.771645
1,18_11_20_1_2-I_B4,0.684551
1,18_11_20_1_3-I_B4,0.748712
1,18_11_20_2_1-I_B4,0.743723
1,18_11_20_2_2-I_B4,0.762591
1,18_11_20_2_3-I_B4,0.778972
1,18_11_20_3_1-I_B4,0.804054
1,18_11_20_3_2-I_B4,0.821166
1,18_11_20_3_3-I_B4,0.659653
1,18_HALO_2C-I_B4,0.751547
1,18_S6_H6-I_B4,0.813098
1,19_HALO_3C-I_B4,0.748254
1,1_HALO_1A-I_B4,0.696567
1,20_HALO_4C-I_B4,0.753323
1,21_HALO_5C-I_B4,0.740593
1,22_HALO_6C-I_B4,0.737227
1,23_11_20_1_1-I_B4,0.673272
1,23_11_20_1_2-I_B4,0.585307
1,23_11_20_1_3-I_B4,0.670474
1,23_11_20_2_1-I_B4,0.501822
1,23_11_20_2_2-I_B4,0.421901
1,23_11_20_2_3-I_B4,0.530632
1,23_11_20_3_1-I_B4,0.540506
1,23_11_20_3_2-I_B4,0.474208
1,23_11_20_3_3-I_B4,0.720855
1,23_HALO_7C-I_B4,0.738671
1,24_HALO_8C-I_B4,0.737755
1,25_FK_082-I_B4,0.738612
1,26_11_20_2_1-I_B4,0.720436
1,26_11_20_2_2-I_B4,0.535339
1,26_11_20_2_3-I_B4,0.575698
1,26_11_20_3_1-I_B4,0.570235
